B1,Kortrijk,Oud-Heverlee Leuven,0,3,A,2021
B1,St Truiden,Charleroi,1,2,A,2021
B1,Antwerp,Club Brugge,0,2,A,2021
B1,Gent,Standard,2,1,H,2021
B1,Mechelen,Waasland-Beveren,2,3,A,2021
B1,Cercle Brugge,Charleroi,3,4,A,2021
B1,Mouscron,Oud-Heverlee Leuven,2,2,D,2021
B1,Anderlecht,Oostende,2,1,H,2021
B1,Antwerp,Waregem,0,1,A,2021
B1,Gent,Waasland-Beveren,3,0,H,2021
B1,Kortrijk,Standard,2,1,H,2021
B1,Mechelen,Club Brugge,0,3,A,2021
B1,Charleroi,Anderlecht,1,0,H,2021
B1,Waregem,St Truiden,0,2,A,2021
B1,Genk,Kortrijk,2,0,H,2021
B1,Club Brugge,Gent,0,1,A,2021
B1,Oud-Heverlee Leuven,Mechelen,1,2,A,2021
B1,Standard,Mouscron,0,1,A,2021
B1,Waasland-Beveren,Antwerp,0,3,A,2021
B1,Club Brugge,Eupen,3,0,H,2021
B1,Waregem,Cercle Brugge,1,0,H,2021
B1,Kortrijk,Gent,1,0,H,2021
B1,Oud-Heverlee Leuven,Oostende,1,2,A,2021
B1,Standard,St Truiden,1,2,A,2021
B1,Antwerp,Charleroi,2,1,H,2021
B1,Genk,Waasland-Beveren,1,1,D,2021
B1,Anderlecht,Beerschot VA,2,0,H,2021
B1,Mechelen,Mouscron,2,1,H,2021
B1,Eupen,Waregem,2,3,A,2021
B1,St Truiden,Beerschot VA,1,0,H,2021
B1,Eupen,Genk,1,4,A,2021
B1,Waregem,Mouscron,1,0,H,2021
B1,Cercle Brugge,Eupen,1,2,A,2021
B1,Kortrijk,Genk,2,1,H,2021
B1,Oostende,Charleroi,3,2,H,2021
B1,Mechelen,Antwerp,3,0,H,2021
B1,Beerschot VA,Gent,1,1,D,2021
B1,Oud-Heverlee Leuven,Anderlecht,1,0,H,2021
B1,St Truiden,Club Brugge,1,2,A,2021
B1,Standard,Waasland-Beveren,3,1,H,2021
B1,Oostende,Eupen,1,1,D,2021
B1,Beerschot VA,Cercle Brugge,1,1,D,2021
B1,Eupen,Anderlecht,2,0,H,2021
B1,Oostende,Kortrijk,2,1,H,2021
B1,Mouscron,Genk,2,0,H,2021
B1,Waasland-Beveren,Waregem,1,5,A,2021
B1,Charleroi,Mechelen,0,1,A,2021
B1,Gent,Antwerp,0,1,A,2021
B1,Cercle Brugge,Standard,0,1,A,2021
B1,Beerschot VA,Club Brugge,0,3,A,2021
B1,St Truiden,Oud-Heverlee Leuven,3,1,H,2021
B1,Mouscron,Waasland-Beveren,1,1,D,2021
B1,Anderlecht,Charleroi,3,0,H,2021
B1,Kortrijk,St Truiden,0,2,A,2021
B1,Eupen,Beerschot VA,3,1,H,2021
B1,Mechelen,Standard,0,4,A,2021
B1,Antwerp,Cercle Brugge,1,0,H,2021
B1,Club Brugge,Oostende,2,1,H,2021
B1,Waregem,Oud-Heverlee Leuven,2,3,A,2021
B1,Genk,Gent,1,1,D,2021
B1,Anderlecht,Waasland-Beveren,0,0,D,2021
B1,Mechelen,Eupen,3,0,H,2021
B1,Kortrijk,Cercle Brugge,1,2,A,2021
B1,St Truiden,Mouscron,0,2,A,2021
B1,Antwerp,Oostende,1,2,A,2021
B1,Club Brugge,Genk,3,2,H,2021
B1,Waregem,Beerschot VA,0,3,A,2021
B1,Standard,Charleroi,3,2,H,2021
B1,Oud-Heverlee Leuven,Gent,0,3,A,2021
B1,Eupen,Antwerp,0,2,A,2021
B1,Waasland-Beveren,Mechelen,2,3,A,2021
B1,Mouscron,Anderlecht,1,1,D,2021
B1,Beerschot VA,Kortrijk,0,0,D,2021
B1,Genk,Waregem,3,2,H,2021
B1,Charleroi,Oud-Heverlee Leuven,1,1,D,2021
B1,Gent,St Truiden,1,1,D,2021
B1,Cercle Brugge,Club Brugge,1,2,A,2021
B1,Oostende,Standard,2,2,D,2021
B1,Antwerp,Waasland-Beveren,3,2,H,2021
B1,Mechelen,Genk,0,0,D,2021
B1,Eupen,Mouscron,1,1,D,2021
B1,Oud-Heverlee Leuven,Beerschot VA,0,1,A,2021
B1,Kortrijk,Charleroi,1,3,A,2021
B1,Club Brugge,Standard,3,1,H,2021
B1,Waregem,Oostende,2,1,H,2021
B1,Anderlecht,Gent,0,0,D,2021
B1,St Truiden,Cercle Brugge,3,0,H,2021
B1,Mouscron,Kortrijk,0,3,A,2021
B1,Oostende,St Truiden,3,1,H,2021
B1,Cercle Brugge,Mechelen,0,1,A,2021
B1,Waasland-Beveren,Club Brugge,0,2,A,2021
B1,Standard,Oud-Heverlee Leuven,1,1,D,2021
B1,Beerschot VA,Antwerp,1,2,A,2021
B1,Charleroi,Waregem,1,1,D,2021
B1,Genk,Anderlecht,1,2,A,2021
B1,Gent,Eupen,2,2,D,2021
B1,Oud-Heverlee Leuven,Kortrijk,3,1,H,2021
B1,St Truiden,Waregem,1,2,A,2021
B1,Standard,Antwerp,1,1,D,2021
B1,Beerschot VA,Mechelen,1,2,A,2021
B1,Cercle Brugge,Anderlecht,0,0,D,2021
B1,Gent,Mouscron,4,0,H,2021
B1,Waasland-Beveren,Eupen,1,0,H,2021
B1,Oostende,Genk,3,1,H,2021
B1,Mechelen,Gent,1,1,D,2021
B1,Eupen,Oostende,1,1,D,2021
B1,Mouscron,Cercle Brugge,1,2,A,2021
B1,Waasland-Beveren,Charleroi,1,1,D,2021
B1,Anderlecht,Kortrijk,0,2,A,2021
B1,Waregem,Standard,3,2,H,2021
B1,Genk,Beerschot VA,1,2,A,2021
B1,Antwerp,St Truiden,0,0,D,2021
B1,Club Brugge,Oud-Heverlee Leuven,3,0,H,2021
B1,Charleroi,Genk,1,2,A,2021
B1,Cercle Brugge,Waasland-Beveren,2,0,H,2021
B1,Oostende,Mechelen,2,0,H,2021
B1,Kortrijk,Waregem,1,2,A,2021
B1,Standard,Anderlecht,1,3,A,2021
B1,Beerschot VA,Mouscron,2,2,D,2021
B1,St Truiden,Eupen,0,2,A,2021
B1,Oud-Heverlee Leuven,Antwerp,2,0,H,2021
B1,Charleroi,St Truiden,0,0,D,2021
B1,Eupen,Oud-Heverlee Leuven,3,3,D,2021
B1,Waasland-Beveren,Beerschot VA,1,2,A,2021
B1,Antwerp,Kortrijk,4,2,H,2021
B1,Mouscron,Standard,1,0,H,2021
B1,Club Brugge,Waregem,3,0,H,2021
B1,Anderlecht,Mechelen,1,1,D,2021
B1,Genk,Cercle Brugge,2,0,H,2021
B1,Gent,Oostende,1,0,H,2021
B1,Charleroi,Club Brugge,1,1,D,2021
B1,Gent,Club Brugge,0,4,A,2021
B1,Genk,Standard,2,2,D,2021
B1,Mouscron,Oostende,0,1,A,2021
B1,Eupen,Kortrijk,2,0,H,2021
B1,Club Brugge,Antwerp,0,2,A,2021
B1,Mechelen,Oud-Heverlee Leuven,2,2,D,2021
B1,Anderlecht,Waregem,4,1,H,2021
B1,Gent,Cercle Brugge,1,0,H,2021
B1,Oostende,Waasland-Beveren,0,2,A,2021
B1,St Truiden,Mechelen,2,1,H,2021
B1,Kortrijk,Club Brugge,1,2,A,2021
B1,Cercle Brugge,Beerschot VA,2,1,H,2021
B1,Standard,Gent,2,1,H,2021
B1,Charleroi,Mouscron,1,1,D,2021
B1,Oud-Heverlee Leuven,Genk,2,3,A,2021
B1,Waregem,Eupen,2,1,H,2021
B1,Antwerp,Anderlecht,1,4,A,2021
B1,Waasland-Beveren,St Truiden,2,4,A,2021
B1,Beerschot VA,Charleroi,2,1,H,2021
B1,Eupen,Standard,0,4,A,2021
B1,Cercle Brugge,Oud-Heverlee Leuven,3,0,H,2021
B1,Mechelen,Waregem,4,2,H,2021
B1,Gent,Charleroi,4,0,H,2021
B1,Genk,St Truiden,4,0,H,2021
B1,Waasland-Beveren,Kortrijk,3,4,A,2021
B1,Anderlecht,Club Brugge,2,1,H,2021
B1,Beerschot VA,Oostende,1,2,A,2021
B1,Mouscron,Antwerp,2,3,A,2021
B1,Charleroi,Eupen,2,3,A,2021
B1,Antwerp,Genk,3,2,H,2021
B1,Club Brugge,Mouscron,4,2,H,2021
B1,Kortrijk,Mechelen,1,4,A,2021
B1,Oostende,Cercle Brugge,1,1,D,2021
B1,Oud-Heverlee Leuven,Waasland-Beveren,1,2,A,2021
B1,St Truiden,Anderlecht,0,1,A,2021
B1,Standard,Beerschot VA,3,0,H,2021
B1,Waregem,Gent,2,7,A,2021
D1,Bayern Munich,Schalke 04,8,0,H,2021
D1,Ein Frankfurt,Bielefeld,1,1,D,2021
D1,FC Koln,Hoffenheim,2,3,A,2021
D1,Stuttgart,Freiburg,2,3,A,2021
D1,Union Berlin,Augsburg,1,3,A,2021
D1,Werder Bremen,Hertha,1,4,A,2021
D1,Dortmund,M'gladbach,3,0,H,2021
D1,RB Leipzig,Mainz,3,1,H,2021
D1,Wolfsburg,Leverkusen,0,0,D,2021
D1,Hertha,Ein Frankfurt,1,3,A,2021
D1,Augsburg,Dortmund,2,0,H,2021
D1,Bielefeld,FC Koln,1,0,H,2021
D1,Leverkusen,RB Leipzig,1,1,D,2021
D1,Mainz,Stuttgart,1,4,A,2021
D1,M'gladbach,Union Berlin,1,1,D,2021
D1,Schalke 04,Werder Bremen,1,3,A,2021
D1,Hoffenheim,Bayern Munich,4,1,H,2021
D1,Freiburg,Wolfsburg,1,1,D,2021
D1,Union Berlin,Mainz,4,0,H,2021
D1,Dortmund,Freiburg,4,0,H,2021
D1,Ein Frankfurt,Hoffenheim,2,1,H,2021
D1,FC Koln,M'gladbach,1,3,A,2021
D1,Stuttgart,Leverkusen,1,1,D,2021
D1,Werder Bremen,Bielefeld,1,0,H,2021
D1,RB Leipzig,Schalke 04,4,0,H,2021
D1,Wolfsburg,Augsburg,0,0,D,2021
D1,Bayern Munich,Hertha,4,3,H,2021
D1,Augsburg,RB Leipzig,0,2,A,2021
D1,Freiburg,Werder Bremen,1,1,D,2021
D1,Hertha,Stuttgart,0,2,A,2021
D1,Hoffenheim,Dortmund,0,1,A,2021
D1,Mainz,Leverkusen,0,1,A,2021
D1,Bielefeld,Bayern Munich,1,4,A,2021
D1,M'gladbach,Wolfsburg,1,1,D,2021
D1,FC Koln,Ein Frankfurt,1,1,D,2021
D1,Schalke 04,Union Berlin,1,1,D,2021
D1,Stuttgart,FC Koln,1,1,D,2021
D1,Bayern Munich,Ein Frankfurt,5,0,H,2021
D1,Mainz,M'gladbach,2,3,A,2021
D1,RB Leipzig,Hertha,2,1,H,2021
D1,Union Berlin,Freiburg,1,1,D,2021
D1,Dortmund,Schalke 04,3,0,H,2021
D1,Wolfsburg,Bielefeld,2,1,H,2021
D1,Werder Bremen,Hoffenheim,1,1,D,2021
D1,Leverkusen,Augsburg,3,1,H,2021
D1,Schalke 04,Stuttgart,1,1,D,2021
D1,Augsburg,Mainz,3,1,H,2021
D1,Bielefeld,Dortmund,0,2,A,2021
D1,Ein Frankfurt,Werder Bremen,1,1,D,2021
D1,FC Koln,Bayern Munich,1,2,A,2021
D1,M'gladbach,RB Leipzig,1,0,H,2021
D1,Freiburg,Leverkusen,2,4,A,2021
D1,Hertha,Wolfsburg,1,1,D,2021
D1,Hoffenheim,Union Berlin,1,3,A,2021
D1,Werder Bremen,FC Koln,1,1,D,2021
D1,Augsburg,Hertha,0,3,A,2021
D1,Mainz,Schalke 04,2,2,D,2021
D1,RB Leipzig,Freiburg,3,0,H,2021
D1,Stuttgart,Ein Frankfurt,2,2,D,2021
D1,Union Berlin,Bielefeld,5,0,H,2021
D1,Dortmund,Bayern Munich,2,3,A,2021
D1,Wolfsburg,Hoffenheim,2,1,H,2021
D1,Leverkusen,M'gladbach,4,3,H,2021
D1,Bayern Munich,Werder Bremen,1,1,D,2021
D1,Bielefeld,Leverkusen,1,2,A,2021
D1,Hoffenheim,Stuttgart,3,3,D,2021
D1,M'gladbach,Augsburg,1,1,D,2021
D1,Schalke 04,Wolfsburg,0,2,A,2021
D1,Ein Frankfurt,RB Leipzig,1,1,D,2021
D1,Hertha,Dortmund,2,5,A,2021
D1,Freiburg,Mainz,1,3,A,2021
D1,FC Koln,Union Berlin,1,2,A,2021
D1,Wolfsburg,Werder Bremen,5,3,H,2021
D1,Augsburg,Freiburg,1,1,D,2021
D1,Dortmund,FC Koln,1,2,A,2021
D1,RB Leipzig,Bielefeld,2,1,H,2021
D1,Stuttgart,Bayern Munich,1,3,A,2021
D1,Union Berlin,Ein Frankfurt,3,3,D,2021
D1,M'gladbach,Schalke 04,4,1,H,2021
D1,Leverkusen,Hertha,0,0,D,2021
D1,Mainz,Hoffenheim,1,1,D,2021
D1,Hertha,Union Berlin,3,1,H,2021
D1,Bielefeld,Mainz,2,1,H,2021
D1,Ein Frankfurt,Dortmund,1,1,D,2021
D1,FC Koln,Wolfsburg,2,2,D,2021
D1,Freiburg,M'gladbach,2,2,D,2021
D1,Bayern Munich,RB Leipzig,3,3,D,2021
D1,Werder Bremen,Stuttgart,1,2,A,2021
D1,Schalke 04,Leverkusen,0,3,A,2021
D1,Hoffenheim,Augsburg,3,1,H,2021
D1,Wolfsburg,Ein Frankfurt,2,1,H,2021
D1,Dortmund,Stuttgart,1,5,A,2021
D1,Freiburg,Bielefeld,2,0,H,2021
D1,Mainz,FC Koln,0,1,A,2021
D1,M'gladbach,Hertha,1,1,D,2021
D1,RB Leipzig,Werder Bremen,2,0,H,2021
D1,Union Berlin,Bayern Munich,1,1,D,2021
D1,Augsburg,Schalke 04,2,2,D,2021
D1,Leverkusen,Hoffenheim,4,1,H,2021
D1,Ein Frankfurt,M'gladbach,3,3,D,2021
D1,Hertha,Mainz,0,0,D,2021
D1,Stuttgart,Union Berlin,2,2,D,2021
D1,Werder Bremen,Dortmund,1,2,A,2021
D1,Schalke 04,Freiburg,0,2,A,2021
D1,Bayern Munich,Wolfsburg,2,1,H,2021
D1,Bielefeld,Augsburg,0,1,A,2021
D1,FC Koln,Leverkusen,0,4,A,2021
D1,Hoffenheim,RB Leipzig,0,1,A,2021
D1,Union Berlin,Dortmund,2,1,H,2021
D1,Augsburg,Ein Frankfurt,0,2,A,2021
D1,Mainz,Werder Bremen,0,1,A,2021
D1,M'gladbach,Hoffenheim,1,2,A,2021
D1,RB Leipzig,FC Koln,0,0,D,2021
D1,Schalke 04,Bielefeld,0,1,A,2021
D1,Leverkusen,Bayern Munich,1,2,A,2021
D1,Freiburg,Hertha,4,1,H,2021
D1,Wolfsburg,Stuttgart,1,0,H,2021
D1,Bielefeld,M'gladbach,0,1,A,2021
D1,Ein Frankfurt,Leverkusen,2,1,H,2021
D1,FC Koln,Augsburg,0,1,A,2021
D1,Hoffenheim,Freiburg,1,3,A,2021
D1,Werder Bremen,Union Berlin,0,2,A,2021
D1,Hertha,Schalke 04,3,0,H,2021
D1,Stuttgart,RB Leipzig,0,1,A,2021
D1,Dortmund,Wolfsburg,2,0,H,2021
D1,Bayern Munich,Mainz,5,2,H,2021
D1,M'gladbach,Bayern Munich,3,2,H,2021
D1,Freiburg,FC Koln,5,0,H,2021
D1,Leverkusen,Werder Bremen,1,1,D,2021
D1,Mainz,Ein Frankfurt,0,2,A,2021
D1,Schalke 04,Hoffenheim,4,0,H,2021
D1,Union Berlin,Wolfsburg,2,2,D,2021
D1,RB Leipzig,Dortmund,1,3,A,2021
D1,Augsburg,Stuttgart,1,4,A,2021
D1,Bielefeld,Hertha,1,0,H,2021
D1,Union Berlin,Leverkusen,1,0,H,2021
D1,Dortmund,Mainz,1,1,D,2021
D1,FC Koln,Hertha,0,0,D,2021
D1,Hoffenheim,Bielefeld,0,0,D,2021
D1,Werder Bremen,Augsburg,2,0,H,2021
D1,Wolfsburg,RB Leipzig,2,2,D,2021
D1,Stuttgart,M'gladbach,2,2,D,2021
D1,Bayern Munich,Freiburg,2,1,H,2021
D1,Ein Frankfurt,Schalke 04,3,1,H,2021
D1,M'gladbach,Werder Bremen,1,0,H,2021
D1,Hertha,Hoffenheim,0,3,A,2021
D1,Leverkusen,Dortmund,2,1,H,2021
D1,Mainz,Wolfsburg,0,2,A,2021
D1,Schalke 04,FC Koln,1,2,A,2021
D1,Augsburg,Bayern Munich,0,1,A,2021
D1,Bielefeld,Stuttgart,3,0,H,2021
D1,Freiburg,Ein Frankfurt,2,2,D,2021
D1,RB Leipzig,Union Berlin,1,0,H,2021
D1,M'gladbach,Dortmund,4,2,H,2021
D1,Augsburg,Union Berlin,2,1,H,2021
D1,Bielefeld,Ein Frankfurt,1,5,A,2021
D1,Freiburg,Stuttgart,2,1,H,2021
D1,Leverkusen,Wolfsburg,0,1,A,2021
D1,Mainz,RB Leipzig,3,2,H,2021
D1,Hertha,Werder Bremen,1,4,A,2021
D1,Schalke 04,Bayern Munich,0,4,A,2021
D1,Hoffenheim,FC Koln,3,0,H,2021
D1,Stuttgart,Mainz,2,0,H,2021
D1,Bayern Munich,Hoffenheim,4,1,H,2021
D1,Dortmund,Augsburg,3,1,H,2021
D1,Ein Frankfurt,Hertha,3,1,H,2021
D1,Union Berlin,M'gladbach,1,1,D,2021
D1,Werder Bremen,Schalke 04,1,1,D,2021
D1,RB Leipzig,Leverkusen,1,0,H,2021
D1,FC Koln,Bielefeld,3,1,H,2021
D1,Wolfsburg,Freiburg,3,0,H,2021
D1,Hertha,Bayern Munich,0,1,A,2021
D1,Augsburg,Wolfsburg,0,2,A,2021
D1,Freiburg,Dortmund,2,1,H,2021
D1,Leverkusen,Stuttgart,5,2,H,2021
D1,Mainz,Union Berlin,1,0,H,2021
D1,Schalke 04,RB Leipzig,0,3,A,2021
D1,M'gladbach,FC Koln,1,2,A,2021
D1,Hoffenheim,Ein Frankfurt,1,3,A,2021
D1,RB Leipzig,Augsburg,2,1,H,2021
D1,Dortmund,Hoffenheim,2,2,D,2021
D1,Leverkusen,Mainz,2,2,D,2021
D1,Stuttgart,Hertha,1,1,D,2021
D1,Werder Bremen,Freiburg,0,0,D,2021
D1,Union Berlin,Schalke 04,0,0,D,2021
D1,Ein Frankfurt,FC Koln,2,0,H,2021
D1,Wolfsburg,M'gladbach,0,0,D,2021
D1,Bayern Munich,Bielefeld,3,3,D,2021
D1,Bielefeld,Wolfsburg,0,3,A,2021
D1,Ein Frankfurt,Bayern Munich,2,1,H,2021
D1,FC Koln,Stuttgart,0,1,A,2021
D1,Freiburg,Union Berlin,0,1,A,2021
D1,M'gladbach,Mainz,1,2,A,2021
D1,Schalke 04,Dortmund,0,4,A,2021
D1,Augsburg,Leverkusen,1,1,D,2021
D1,Hertha,RB Leipzig,0,3,A,2021
D1,Hoffenheim,Werder Bremen,4,0,H,2021
D1,Werder Bremen,Ein Frankfurt,2,1,H,2021
D1,Bayern Munich,FC Koln,5,1,H,2021
D1,Dortmund,Bielefeld,3,0,H,2021
D1,Stuttgart,Schalke 04,5,1,H,2021
D1,Wolfsburg,Hertha,2,0,H,2021
D1,RB Leipzig,M'gladbach,3,2,H,2021
D1,Union Berlin,Hoffenheim,1,1,D,2021
D1,Mainz,Augsburg,0,1,A,2021
D1,Leverkusen,Freiburg,1,2,A,2021
D1,Schalke 04,Mainz,0,0,D,2021
D1,Ein Frankfurt,Stuttgart,1,1,D,2021
D1,Freiburg,RB Leipzig,0,3,A,2021
D1,Hertha,Augsburg,2,1,H,2021
D1,Hoffenheim,Wolfsburg,2,1,H,2021
D1,M'gladbach,Leverkusen,0,1,A,2021
D1,Bayern Munich,Dortmund,4,2,H,2021
D1,FC Koln,Werder Bremen,1,1,D,2021
D1,Bielefeld,Union Berlin,0,0,D,2021
D1,Bielefeld,Werder Bremen,0,2,A,2021
D1,Augsburg,M'gladbach,3,1,H,2021
D1,Mainz,Freiburg,1,0,H,2021
D1,Union Berlin,FC Koln,2,1,H,2021
D1,Werder Bremen,Bayern Munich,1,3,A,2021
D1,Wolfsburg,Schalke 04,5,0,H,2021
D1,Dortmund,Hertha,2,0,H,2021
D1,Leverkusen,Bielefeld,1,2,A,2021
D1,RB Leipzig,Ein Frankfurt,1,1,D,2021
D1,Stuttgart,Hoffenheim,2,0,H,2021
D1,Bielefeld,RB Leipzig,0,1,A,2021
D1,Bayern Munich,Stuttgart,4,0,H,2021
D1,Ein Frankfurt,Union Berlin,5,2,H,2021
D1,FC Koln,Dortmund,2,2,D,2021
D1,Werder Bremen,Wolfsburg,1,2,A,2021
D1,Schalke 04,M'gladbach,0,3,A,2021
D1,Hoffenheim,Mainz,1,2,A,2021
D1,Hertha,Leverkusen,3,0,H,2021
D1,Freiburg,Augsburg,2,0,H,2021
D1,Augsburg,Hoffenheim,2,1,H,2021
D1,Dortmund,Ein Frankfurt,1,2,A,2021
D1,Leverkusen,Schalke 04,2,1,H,2021
D1,Mainz,Bielefeld,1,1,D,2021
D1,Wolfsburg,FC Koln,1,0,H,2021
D1,RB Leipzig,Bayern Munich,0,1,A,2021
D1,M'gladbach,Freiburg,2,1,H,2021
